condition_id,model,pmse_mean,pmse_std,n
33,gbrt,0.6497740572893983,,1
33,hist_gbrt,0.7209525098251979,,1
33,knn,0.6374835676423788,,1
33,lasso,0.6498348712921143,,1
33,rf,0.630166211502423,,1
33,ridge,0.6492016315460205,,1
34,elastic_net,0.3708937168121338,,1
34,extra_trees,0.4806599853850074,,1
34,gbrt,0.4207916019483916,,1
34,hist_gbrt,0.4111705805077864,,1
34,knn,0.48580770436557746,,1
34,lasso,0.3710196018218994,,1
34,rf,0.5456421143193116,,1
34,ridge,0.3713897168636322,,1
35,elastic_net,0.0747324600815773,,1
35,extra_trees,0.12225538515298609,,1
35,gbrt,0.11971198148715187,,1
35,hist_gbrt,0.14808434061233966,,1
35,knn,0.40469947177677357,,1
35,lasso,0.07374989241361618,,1
35,rf,0.1480334657301805,,1
35,ridge,0.07186788320541382,,1
36,elastic_net,0.02168426290154457,,1
36,extra_trees,0.13719807128619202,,1
36,gbrt,0.1139677491135499,,1
36,hist_gbrt,0.10372254439299934,,1
36,knn,0.21649229462617822,,1
36,lasso,0.021557264029979706,,1
36,rf,0.16071954129004362,,1
